RefId,IsBadBuy
73015,0.0840146743607728
73016,0.058360301561787516
73017,0.03618484292420566
73018,0.25501793277480156
73019,0.5852255266529928
73020,0.1133785587806723
73021,0.15924182537973286
73022,0.18014280858502005
73023,0.04498823626046822
73024,0.5639574908451535
73025,0.06964144514144814
73026,0.5222719797219819
73027,0.6100500056353478
73028,0.07425677530103764
73029,0.10358517631996392
73030,0.04092187204803295
73031,0.10666619913561108
73032,0.09970742275232058
73033,0.0348463105725712
73034,0.08411863312418365
73035,0.08274353413484248
73036,0.08559602119464922
73037,0.0952576188348822
73038,0.11279518784650927
73039,0.15158868852343088
73040,0.016682428793064343
73041,0.5183225614388595
73042,0.03921266847764259
73043,0.09202529417288734
73044,0.07027110963273431
73045,0.12663847310400864
73046,0.0789250564877591
73047,0.1534019735501265
73048,0.11158330625374681
73049,0.04946177567788175
73050,0.053907912555355576
73051,0.10854605029848038
73052,0.5933854643942618
73053,0.4656574835462668
73054,0.044456419131843714
73055,0.20465781365220054
73056,0.052112958171404336
73057,0.11596755356744536
73058,0.15245508054317106
73059,0.06839652745603232
73060,0.07029756096361958
73061,0.09265182039339818
73062,0.0531492625982894
73063,0.1093553138431858
73064,0.018036257209435386
73065,0.046263656738931756
73066,0.043182783868801665
73067,0.037348732109927826
73068,0.05348467639851026
73069,0.029153431864088624
73070,0.01697516217993742
73071,0.08338346943921059
73072,0.09479552446685759
73073,0.17693437584399815
73074,0.06840144909446018
73075,0.12903932773603896
73076,0.07357980407966186
73077,0.03950219004426874
73078,0.15832530418121546
73079,0.16310174300613633
73080,0.1290011246888165
73081,0.15513658554539778
73082,0.09305788942302251
73083,0.13873082296517095
73084,0.1568303867752261
73085,0.12262265384453754
73086,0.26716460374023443
73087,0.11843768822672754
73088,0.09722499805280098
73089,0.1572105158479303
73090,0.20260495507938797
73091,0.16911950134357448
73092,0.05580503987337085
73093,0.07595298370232376
73094,0.07660588308511143
73095,0.21471228658237598
73096,0.086103964187395
73097,0.04610356381678799
73098,0.0817024239693898
73099,0.04430896417488897
73100,0.038019206048413315
73101,0.11794842499301318
73102,0.0710639051829132
73103,0.048560189980138044
73104,0.7218672650295722
73105,0.21494238439136365
73106,0.05355878808357903
73107,0.20271288129873288
73108,0.04946634451406175
73109,0.15662828247736782
73110,0.12684891380061777
73111,0.07916768849452159
73112,0.21905791911990954
73113,0.10603198473062377
73114,0.10353967225096816
73115,0.0948390130372346
73116,0.11949400541674143
73117,0.1636015988109106
73118,0.15311235769696938
73119,0.7632343922900604
73120,0.7189427682112307
73121,0.20704541941766524
73122,0.21799356935955785
73123,0.07031864553684909
73124,0.17547302869282067
73125,0.06491835059181192
73126,0.2363088436715487
73127,0.13304085000467
73128,0.18741481946495647
73129,0.0879257183835529
73130,0.05965511385559999
73131,0.06879941983572886
73132,0.1870392999965356
73133,0.05362362559399657
73134,0.2572795908744065
73135,0.11972859474419874
73136,0.12455443343610649
73137,0.8501258399223777
73138,0.16885059026919705
73139,0.15857948928317642
73140,0.8027894635758797
73141,0.11329847986896228
73142,0.1585042827179584
73143,0.21077136356407267
73144,0.05575829725225216
73145,0.10486776769535346
73146,0.2225890916909766
73147,0.12538130703529124
73148,0.099832172714809
73149,0.14552714034186193
73150,0.1140455548210276
73151,0.22600668132377058
73152,0.05141159107124795
73153,0.10717712116574094
73154,0.31375933817659435
73155,0.06679688188706515
73156,0.041437902600939484
73157,0.08254689819796696
73158,0.08763802208687729
73159,0.11821133011397135
73160,0.5624217634447419
73161,0.08609021602750243
73162,0.6827145188415387
73163,0.11233640468523118
73164,0.17145339505883941
73165,0.13835321527296124
73166,0.10134630261968985
73167,0.06175665016457761
73168,0.029352283968165267
73169,0.1768756737737607
73170,0.05810399065202878
73171,0.08254554941704395
73172,0.06254314088643304
73173,0.07708249788590762
73174,0.06384456654475079
73175,0.051043527809009524
73176,0.09748911474980175
73177,0.11606534492317896
73178,0.12237544015329657
73179,0.04103510287141247
73180,0.06659276669872893
73181,0.14565385846597995
73182,0.07810152048271302
73183,0.2416453436664006
73184,0.12122512815400904
73185,0.22435139122304668
73186,0.14532459469569523
73187,0.14158091947391288
73188,0.09636307099613871
73189,0.12829540197100434
73190,0.18171428525032432
73191,0.7675699682286479
73192,0.8515269567086224
73193,0.0719472133128325
73194,0.2766973665687138
73195,0.11769436961722486
73196,0.06848138565013807
73197,0.5689209613162917
73198,0.028633537482802004
73199,0.08482594200490015
73200,0.14086382207828704
73201,0.08307335312580667
73202,0.5150244011400223
73203,0.04548506742934045
73204,0.061427567036902386
73205,0.1084234607889149
73206,0.09337615733840816
73207,0.06320054587774285
73208,0.07970154177234336
73209,0.1214828808823418
73210,0.13235363874215453
73211,0.0891981994003429
73212,0.05039477592506034
73213,0.04308397363239231
73214,0.07211898182860432
73215,0.1893567922955825
73216,0.08085477847115254
73217,0.11546837883993559
73218,0.10438555086307616
73219,0.1561092675808834
73220,0.17313474614334656
73221,0.210411178537559
73222,0.15270872858912832
73223,0.07889698776354086
73224,0.09205359300291278
73225,0.1673602722034302
73226,0.07013022712929547
73227,0.09243511692398818
73228,0.12332794914881763
73229,0.10034867313277758
73230,0.09669932538871091
73231,0.1211935568181986
73232,0.8173010436679147
73233,0.7281501613245638
73234,0.11665345486605391
73235,0.08390631763858847
73236,0.12888134557407072
73237,0.07727430273780553
73238,0.07330533738314333
73239,0.09857275941717794
73240,0.07013496924129338
73241,0.05186706867353414
73242,0.0588153011782033
73243,0.588437771471653
73244,0.05056177356835222
73245,0.09804101353989605
73246,0.8173420149166323
73247,0.11736991267824189
73248,0.04268161458968839
73249,0.04180858313894758
73250,0.0325584850733933
73251,0.09267112026246407
